availability_day,availability_hour,station_number,station_name,available_bikes,temperature,humidity,wind_speed,pressure,weather_main
Saturday,10,42,"LIME STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HARDWICKE PLACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"NORTH CIRCULAR ROAD",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"DENMARK STREET GREAT",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"SIR PATRICK DUN'S",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GRATTAN STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"MOUNT STREET LOWER",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HATCH STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CLONMEL STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"NEWMAN HOUSE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"YORK STREET EAST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"YORK STREET WEST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GEORGES LANE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GUILD STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"EXCISE WALK",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HERBERT STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"DEVERELL PLACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"UPPER SHERRARD STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PORTOBELLO ROAD",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"SMITHFIELD NORTH",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HARCOURT TERRACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"JERVIS STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"WILTON TERRACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"TALBOT STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"ST. STEPHEN'S GREEN SOUTH",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"ST. STEPHEN'S GREEN EAST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,SMITHFIELD,20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PORTOBELLO HARBOUR",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PRINCES STREET / O'CONNELL STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PEARSE STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PARNELL STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"PARNELL SQUARE NORTH",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"ORMOND QUAY UPPER",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"MOUNTJOY SQUARE WEST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"MOLESWORTH STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"MERRION SQUARE WEST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"MERRION SQUARE EAST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CATHAL BRUGHA STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CUSTOM HOUSE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"TOWNSEND STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"LEINSTER STREET SOUTH",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"JAMES STREET EAST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HERBERT PLACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GRANTHAM STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GOLDEN LANE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GEORGES QUAY",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HARDWICKE STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"FOWNES STREET UPPER",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"FITZWILLIAM SQUARE WEST",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"ECCLES STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"EARLSFORT TERRACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"DAME STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"EXCHEQUER STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CUSTOM HOUSE QUAY",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"HIGH STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CHRISTCHURCH PLACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CHARLEMONT PLACE",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"GREEK STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"BOLTON STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"BLESSINGTON STREET",20,277.71,87,7.72,1004,Rain
Saturday,10,42,"CLARENDON ROW",20,277.71,87,7.72,1004,Rain
Saturday,10,30,"ORIEL STREET TEST TERMINAL",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HANOVER QUAY EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,BROADSTONE,8,277.71,87,7.72,1004,Rain
Saturday,10,30,"KILLARNEY STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"WILTON TERRACE (PARK)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MERRION SQUARE SOUTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"NORTH CIRCULAR ROAD (O'CONNELL'S)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MOUNTJOY SQUARE EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PHIBSBOROUGH ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BUCKINGHAM STREET LOWER",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"AVONDALE ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CHARLEVILLE ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"RATHDOWN ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRANGEGORMAN LOWER (NORTH)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRANGEGORMAN LOWER (CENTRAL)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRANGEGORMAN LOWER (SOUTH)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"WESTERN WAY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"KING STREET NORTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HEUSTON BRIDGE (SOUTH)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CITY QUAY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"FREDERICK STREET SOUTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"KILMAINHAM GAOL",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"KILMAINHAM LANE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ROYAL HOSPITAL",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HEUSTON STATION (CAR PARK)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HEUSTON STATION (CENTRAL)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HEUSTON BRIDGE (NORTH)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"SOUTH DOCK ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BENSON STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"FITZWILLIAM SQUARE EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BLACKHALL PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"COLLINS BARRACKS MUSEUM",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PARKGATE STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ROTHE ABBEY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BROOKFIELD ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"EMMET ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MOUNT BROWN",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ST JAMES HOSPITAL (LUAS)",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ECCLES STREET EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MATER HOSPITAL",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"WOLFE TONE STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MARKET STREET SOUTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"JAMES STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"OLIVER BOND STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"JOHN STREET WEST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"KEVIN STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRAND CANAL DOCK",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HANOVER QUAY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"THE POINT",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"NEW CENTRAL BANK",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CONVENTION CENTRE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"SANDWITH STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"FENIAN STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"LIME STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HARDWICKE PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"NORTH CIRCULAR ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"DENMARK STREET GREAT",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"SIR PATRICK DUN'S",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRATTAN STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MOUNT STREET LOWER",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HATCH STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CLONMEL STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"NEWMAN HOUSE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"YORK STREET EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"YORK STREET WEST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GEORGES LANE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GUILD STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"EXCISE WALK",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HERBERT STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"DEVERELL PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"UPPER SHERRARD STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PORTOBELLO ROAD",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"SMITHFIELD NORTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HARCOURT TERRACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"JERVIS STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"WILTON TERRACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"TALBOT STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ST. STEPHEN'S GREEN SOUTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ST. STEPHEN'S GREEN EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,SMITHFIELD,8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PORTOBELLO HARBOUR",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PRINCES STREET / O'CONNELL STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PEARSE STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PARNELL STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"PARNELL SQUARE NORTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ORMOND QUAY UPPER",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MOUNTJOY SQUARE WEST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MOLESWORTH STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MERRION SQUARE WEST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"MERRION SQUARE EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CATHAL BRUGHA STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CUSTOM HOUSE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"TOWNSEND STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"LEINSTER STREET SOUTH",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"JAMES STREET EAST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HERBERT PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GRANTHAM STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GOLDEN LANE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GEORGES QUAY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HARDWICKE STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"FOWNES STREET UPPER",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"FITZWILLIAM SQUARE WEST",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"ECCLES STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"EARLSFORT TERRACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"DAME STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"EXCHEQUER STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CUSTOM HOUSE QUAY",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"HIGH STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CHRISTCHURCH PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CHARLEMONT PLACE",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"GREEK STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BOLTON STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"BLESSINGTON STREET",8,277.71,87,7.72,1004,Rain
Saturday,10,30,"CLARENDON ROW",8,277.71,87,7.72,1004,Rain
Saturday,10,54,"ORIEL STREET TEST TERMINAL",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HANOVER QUAY EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,BROADSTONE,6,277.71,87,7.72,1004,Rain
Saturday,10,54,"KILLARNEY STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"WILTON TERRACE (PARK)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MERRION SQUARE SOUTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"NORTH CIRCULAR ROAD (O'CONNELL'S)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MOUNTJOY SQUARE EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PHIBSBOROUGH ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"BUCKINGHAM STREET LOWER",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"AVONDALE ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CHARLEVILLE ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"RATHDOWN ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRANGEGORMAN LOWER (NORTH)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRANGEGORMAN LOWER (CENTRAL)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRANGEGORMAN LOWER (SOUTH)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"WESTERN WAY",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"KING STREET NORTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HEUSTON BRIDGE (SOUTH)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CITY QUAY",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"FREDERICK STREET SOUTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"KILMAINHAM GAOL",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"KILMAINHAM LANE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ROYAL HOSPITAL",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HEUSTON STATION (CAR PARK)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HEUSTON STATION (CENTRAL)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HEUSTON BRIDGE (NORTH)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"SOUTH DOCK ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"BENSON STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"FITZWILLIAM SQUARE EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"BLACKHALL PLACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"COLLINS BARRACKS MUSEUM",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PARKGATE STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ROTHE ABBEY",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"BROOKFIELD ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"EMMET ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MOUNT BROWN",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ST JAMES HOSPITAL (LUAS)",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ECCLES STREET EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MATER HOSPITAL",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"WOLFE TONE STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MARKET STREET SOUTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"JAMES STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"OLIVER BOND STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"JOHN STREET WEST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"KEVIN STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRAND CANAL DOCK",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HANOVER QUAY",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"THE POINT",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"NEW CENTRAL BANK",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CONVENTION CENTRE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"SANDWITH STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"FENIAN STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"LIME STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HARDWICKE PLACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"NORTH CIRCULAR ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"DENMARK STREET GREAT",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"SIR PATRICK DUN'S",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRATTAN STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MOUNT STREET LOWER",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HATCH STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CLONMEL STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"NEWMAN HOUSE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"YORK STREET EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"YORK STREET WEST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GEORGES LANE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GUILD STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"EXCISE WALK",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HERBERT STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"DEVERELL PLACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"UPPER SHERRARD STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PORTOBELLO ROAD",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"SMITHFIELD NORTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HARCOURT TERRACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"JERVIS STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"WILTON TERRACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"TALBOT STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ST. STEPHEN'S GREEN SOUTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ST. STEPHEN'S GREEN EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,SMITHFIELD,6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PORTOBELLO HARBOUR",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PRINCES STREET / O'CONNELL STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PEARSE STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PARNELL STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"PARNELL SQUARE NORTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ORMOND QUAY UPPER",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MOUNTJOY SQUARE WEST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MOLESWORTH STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MERRION SQUARE WEST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"MERRION SQUARE EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CATHAL BRUGHA STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"CUSTOM HOUSE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"TOWNSEND STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"LEINSTER STREET SOUTH",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"JAMES STREET EAST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HERBERT PLACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GRANTHAM STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GOLDEN LANE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"GEORGES QUAY",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"HARDWICKE STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"FOWNES STREET UPPER",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"FITZWILLIAM SQUARE WEST",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"ECCLES STREET",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"EARLSFORT TERRACE",6,277.71,87,7.72,1004,Rain
Saturday,10,54,"DAME STREET",6,277.71,87,7.72,1004,Rain
