availability_day,availability_hour,station_number,station_name,available_bikes,temperature,humidity,wind_speed,pressure,weather_main
Saturday,9,2,"BLESSINGTON STREET",2,276.08,88,1.54,1020,Clear
Saturday,9,2,"BLESSINGTON STREET",2,276.41,87,1.54,1020,Clear
Saturday,9,2,"BLESSINGTON STREET",2,277.18,86,1.03,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.18,86,1.03,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.18,86,1.03,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.18,86,1.03,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.6,88,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.6,88,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.73,88,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.73,88,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.84,87,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,276.84,87,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.66,84,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.08,84,0.89,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.08,84,0.89,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.97,85,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.03,85,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.12,84,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.12,84,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.12,84,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.24,84,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.24,84,1.54,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.8,84,2.06,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.8,84,2.06,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,277.91,84,2.06,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.5,82,2.57,1020,Clear
Saturday,9,2,"BLESSINGTON STREET",2,278.5,82,2.57,1020,Clear
Saturday,9,2,"BLESSINGTON STREET",2,278.5,82,2.57,1020,Clear
Saturday,9,2,"BLESSINGTON STREET",2,278.23,84,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.36,83,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.45,83,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.45,83,2.57,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.71,81,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.71,80,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.89,80,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,278.97,80,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.25,79,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.37,79,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.37,79,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.6,78,4.12,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.6,78,4.12,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.75,78,4.12,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.75,78,4.12,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.01,78,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.01,78,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.01,78,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.2,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.2,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.2,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.12,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.63,77,3.09,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.65,80,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.65,80,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.87,80,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.87,79,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.87,79,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,279.87,79,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.09,79,3.09,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.7,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.7,77,3.6,1020,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.39,74,3.6,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,74,3.6,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,73,3.6,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,73,3.6,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.97,69,4.12,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.42,70,4.12,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.42,70,4.12,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.42,70,4.12,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.42,70,4.12,1019,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.51,62,4.12,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.51,62,4.12,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.51,62,4.12,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.51,62,4.12,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.51,62,4.12,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.51,58,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.51,58,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.11,58,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.11,58,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.11,58,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.11,59,5.66,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.16,59,6.69,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.18,59,6.69,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.26,57,6.69,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.26,57,6.69,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.34,57,6.69,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.36,58,6.17,1018,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.98,55,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.98,55,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.98,55,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.78,59,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.78,59,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.79,58,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.79,58,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.85,57,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.85,57,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.94,55,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.32,53,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.32,54,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.32,54,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.32,54,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.96,58,7.72,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.84,59,7.72,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.84,59,7.72,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.78,59,7.72,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.34,55,5.14,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.17,55,5.14,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.17,55,5.14,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.2,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.2,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.2,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.11,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.1,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.1,55,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.2,55,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.34,54,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.75,57,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.83,57,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.83,57,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.24,54,8.23,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.84,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.03,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.03,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,286.03,54,6.17,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.23,58,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.23,58,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.32,60,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.32,60,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.45,60,6.69,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.14,61,5.14,1017,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.31,61,5.14,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.2,62,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,63,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,63,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,63,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.93,64,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.93,64,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.62,65,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.62,65,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.52,65,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.52,65,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.52,65,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.29,66,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.19,67,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.13,68,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.62,69,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.5,69,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.31,69,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.31,70,6.69,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.29,72,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.29,72,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.43,73,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.98,73,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.52,76,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.81,76,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.81,76,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.81,76,6.17,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.15,79,4.63,1016,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.1,82,5.66,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.1,83,5.66,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.91,84,5.66,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.96,84,5.66,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.76,85,5.66,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,87,4.63,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,87,4.63,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.5,88,4.63,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.89,90,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.89,90,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.8,91,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,91,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,91,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,90,4.63,1015,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,89,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,89,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,89,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.69,89,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.71,90,3.6,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.71,90,3.6,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.71,90,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.71,90,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.71,90,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.42,91,4.12,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.36,92,4.12,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.36,91,4.12,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.57,91,4.12,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.7,89,4.63,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.78,87,4.63,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.78,87,4.63,1014,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.78,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.78,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.83,86,1.79,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.57,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.57,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.57,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.57,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.57,87,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.34,88,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.34,88,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.55,85,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.55,85,5.14,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.49,86,5.14,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.49,86,5.14,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.39,89,5.14,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.39,89,5.14,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.39,89,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.39,89,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.39,89,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,4.12,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Rain
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281,84,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281,84,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281,84,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.11,84,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.11,84,2.68,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,280.51,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.41,87,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.41,86,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.41,86,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.12,84,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.12,84,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.24,84,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.24,84,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.24,84,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.61,83,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.57,84,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.4,85,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.4,85,4.12,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.77,83,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.64,83,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.76,83,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.76,83,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.93,82,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,281.93,82,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.38,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.38,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.7,79,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.8,79,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.82,81,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.8,81,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.8,81,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,282.95,80,3.09,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.26,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.26,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.34,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.34,80,2.57,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.72,80,3.09,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.72,80,3.09,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.93,82,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.93,82,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.1,83,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.1,83,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.9,85,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.9,85,3.6,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.02,84,1.34,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.02,84,1.34,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.98,85,3.09,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.7,87,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,86,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,86,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,86,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,283.88,87,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.1,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.1,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.03,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.03,87,4.63,1014,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.03,87,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.19,88,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.19,88,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.6,86,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.71,86,3.6,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.2,85,2.06,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.2,85,2.06,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.89,86,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.89,86,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,284.89,85,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.07,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.48,80,2.06,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.44,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.44,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.44,83,4.63,1013,Clouds
Saturday,9,2,"BLESSINGTON STREET",2,285.67,83,4.63,1013,Clouds
